study	Last modified	version	file	link	comment
phs000287	2020-04-30	7	phs000287.v7.pht001477.v1.p1.YR12PH.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001477.v1.p1.YR12PH.var_report.xml	Brief up-date on general health status and changes that may have occurred since last visit. Data were collected at year 12 (6-months phone interview follow-up).
phs000287	2020-04-30	7	phs000287.v7.pht001484.v1.p1.YR16ANNUAL.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001484.v1.p1.YR16ANNUAL.var_report.xml	Brief up-date on general health status and changes that may have occurred since last visit.  Data were collected at year 16 (Annual follow-up).
phs000287	2020-04-30	7	phs000287.v7.pht001489.v1.p1.YR4.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001489.v1.p1.YR4.var_report.xml	Data contain extensive medical history information, describing general physical and psychological health of participating subjects (all &gt; 65 years of age).  Emphasis is given to auditory, visual, respiratory, cardio-vascular functions, medications/supplements taken, cognitive and emotional well being and subjects&#39; mobility/independence and movement limitations.  Lifestyle information is provided through variables querying for alcohol consumption, exercise and smoking habits.  Data were collected at year 4.
phs000287	2020-04-30	7	phs000287.v7.pht001482.v1.p1.YR15ANNUAL.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001482.v1.p1.YR15ANNUAL.var_report.xml	Brief up-date on general health status and changes that may have occurred since last visit.  Data were collected at year 15 (Annual follow-up).
phs000287	2020-04-30	7	phs000287.v7.pht001490.v1.p1.YR5NEW.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001490.v1.p1.YR5NEW.var_report.xml	Data contain extensive medical history information, describing general physical and psychological health of participating subjects (all &gt; 65 years of age; subjects were also queried about family history of cardio-vascular disease, especially stroke).  Emphasis is given to auditory, visual, respiratory, cardio-vascular functions, medications/supplements taken, cognitive and emotional well being and subjects&#39; mobility/independence and movement limitations.  Lifestyle information is provided through variables querying for alcohol consumption, dietary, exercise and smoking habits.   Data were collected at year 5 (NEW).
phs000287	2020-04-30	7	phs000287.v7.pht001476.v1.p1.YR12ANNUAL.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001476.v1.p1.YR12ANNUAL.var_report.xml	Brief up-date on general health status and changes that may have occurred since last visit. Data were collected at year 12 (Annual follow-up).
phs000287	2020-04-30	7	phs000287.v7.pht005981.v1.p1.CHS_VTE_data.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht005981.v1.p1.CHS_VTE_data.var_report.xml	The dataset provides information of venous thromboembolism occurrences in CHS study participants.
phs000287	2020-04-30	7	phs000287.v7.pht005388.v1.p1.nsrr_chs_id_link2.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht005388.v1.p1.nsrr_chs_id_link2.var_report.xml	The dataset provides mapping of CHS subject IDs to National Sleep Research Resource Ds to obtain additional sleep-related data ( NSRR ).
phs000287	2020-04-30	7	phs000287.v7.pht003701.v2.p1.CHS_Mineral_Metablism_and_Vit_D.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht003701.v2.p1.CHS_Mineral_Metablism_and_Vit_D.var_report.xml	The dataset includes measurements of vitamin D, calcium, alkaline phosphatase (bone), phosphate, parathyroid hormone. 
phs000287	2020-04-30	7	phs000287.v7.pht001491.v2.p1.YR5OLD.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001491.v2.p1.YR5OLD.var_report.xml	Data contain extensive medical history information, describing general physical and psychological health of participating subjects (all &gt; 65 years of age).  Emphasis is given to auditory, visual, respiratory, cardio-vascular functions, medications/supplements taken, cognitive and emotional well being and subjects&#39; mobility/independence and movement limitations.  Lifestyle information is provided through variables querying for alcohol consumption, dietary, exercise and smoking habits.  Data were collected at year 5 (OLD).
phs000287	2020-04-30	7	phs000287.v7.pht003700.v2.p1.SHHS2_PSG.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht003700.v2.p1.SHHS2_PSG.var_report.xml	The dataset provides results of overnight (at home) polysomnography (PSG) that included e.g. oximetry, heart rate, EEG, EOG, EMG, airflow measurements; night-sleep data describe quality and length of sleep, sleep events such as  apnea (central/obstructive/hypopnea), arousal,  time spent in sleep stages, the respiratory disturbance index (RDI; overall, supine, non-supine, REM/non-REM, etc.), SaO2 measurements (min/max/average), etc. Day-time behavior, health status and medical history information is provided through variables querying for tiredness, naps taken (including narcolepsy events), energy level, emotional status, stress experience, lifestyle patterns describing dietary and smoking habits (alcohol, coffee, cigarette use), medical diagnoses received (e.g. angina, diabetes, heart attack, stroke), medications taken, and the results of questionnaires (including the SF36, Short Form [36] Health Survey, the standardized physical and mental component scales). Data also inform about quality checks of various measurements (n=56 variables), language in which interviews were conducted, etc., however the majority of the n=1271 variables report data of measurement/questionnaires taken.
phs000287	2020-04-30	7	phs000287.v7.pht001475.v1.p1.YR11.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001475.v1.p1.YR11.var_report.xml	Data contain extensive medical history information, describing general physical and psychological health of participating subjects (all &gt; 65 years of age). Emphasis is given to auditory, visual, respiratory, cardio-vascular functions, medications/supplements taken, cognitive and emotional well being and subjects&#39; mobility/independence and movement limitations. Lifestyle information is provided through variables querying for alcohol consumption, dietary, exercise and smoking habits. Data were collected at year 11.
phs000287	2020-04-30	7	phs000287.v7.pht003699.v2.p1.SHHS1_PSG.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht003699.v2.p1.SHHS1_PSG.var_report.xml	The dataset includes results of overnight (at home) polysomnography (PSG) that included e.g. oximetry, heart rate, EEG, EOG, EMG, airflow measurements; night-sleep data describe quality and length of sleep, sleep events such as  apnea (central/obstructive/hypopnea), arousal,  time spent in sleep stages, the respiratory disturbance index (RDI; overall, supine, non-supine, REM/non-REM, etc.), SaO2 measurements (min/max/average), etc. Day-time behavior, health status and medical history information is provided through variables querying for tiredness, naps taken, energy level, emotional status, stress experience, lifestyle patterns describing dietary and smoking habits (alcohol, coffee, cigarette use), medical diagnoses received (e.g. angina, diabetes, heart attack, stroke), medications taken, and the results of questionnaires (including the SF36, Short Form [36] Health Survey, the standardized physical and standardized mental component scales). While a few variables report on the quality/quantity of available data (e.g. hours of usable recordings available, equipment calibrations performed), form/center IDs,  education obtained,  gender, language in which interviews were conducted, etc., the majority of the n=1411 variables report measurement/questionnaire data.
phs000287	2020-04-30	7	phs000287.v7.pht003698.v2.p1.SHHS2_ecg.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht003698.v2.p1.SHHS2_ecg.var_report.xml	Data were obtained through ECG measurements during the Sleep Heart Health Study -2 (SHHS - 2).
phs000287	2020-04-30	7	phs000287.v7.pht003697.v2.p1.SHHS1_ecg.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht003697.v2.p1.SHHS1_ecg.var_report.xml	Data were obtained through ECG measurements during the Sleep Heart Health Study -1 (SHHS - 1).
phs000287	2020-04-30	7	phs000287.v7.pht001486.v1.p1.YR17ANNUAL.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001486.v1.p1.YR17ANNUAL.var_report.xml	Brief up-date on general health status and changes that may have occurred since last visit.  Data were collected at year 17 (Annual follow-up).
phs000287	2020-04-30	7	phs000287.v7.pht001485.v1.p1.YR16PH.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001485.v1.p1.YR16PH.var_report.xml	Brief up-date on general health status and changes that may have occurred since last visit.  Data were collected at year 16 (6-months phone interview follow-up).
phs000521	2020-05-01	2	phs000521.v2.pht007033.v2.p1.CINCH_5302_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000521/phs000521.v2.p1/pheno_variable_summaries/phs000521.v2.pht007033.v2.p1.CINCH_5302_Subject.var_report.xml	Subject ID and consent group of participants with or without episodic ataxia and involved in the &quot;Episodic Ataxia Syndrome: Genotype-Phenotype Correlation and Longitudinal Study&quot; project.
phs001943	2020-05-01	1	phs001943.v1.pht009714.v1.p1.UM_Sample.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001943/phs001943.v1.p1/pheno_variable_summaries/phs001943.v1.pht009714.v1.p1.UM_Sample.var_report.xml	This data table contains mapping of study subject IDs to sample IDs. Samples are the final preps submitted for genotyping, sequencing, and/or expression data. For example, if one patient (subject ID) gave one sample, and that sample was processed differently to generate 2 sequencing runs, there would be two rows, both using the same subject ID, but having 2 unique sample IDs.
phs001943	2020-05-01	1	phs001943.v1.pht009712.v1.p1.UM_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001943/phs001943.v1.p1/pheno_variable_summaries/phs001943.v1.pht009712.v1.p1.UM_Subject.var_report.xml	The subject consent data table contains subject IDs and consent information.
phs001943	2020-05-01	1	phs001943.v1.pht009713.v1.p1.UM_Pedigree.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001943/phs001943.v1.p1/pheno_variable_summaries/phs001943.v1.pht009713.v1.p1.UM_Pedigree.var_report.xml	This pedigree data table contains family relationships in the format of family IDs, subject IDs, father IDs, mother IDs, and subjects&#39;s sex.
phs000521	2020-05-01	2	phs000521.v2.pht007036.v2.p1.aprtrs_episode_report.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000521/phs000521.v2.p1/pheno_variable_summaries/phs000521.v2.pht007036.v2.p1.aprtrs_episode_report.var_report.xml	Subject ID, visit, visit age, form name, form status, began age, any triggers, ataxia, average severity, age at episode report, event reappear after reintroduction, headache, number of similar episodes, total duration, slurred speech, stiffness of muscles, tremors, vertigo, visual disturbance, and weakness of participants with or without episodic ataxia and involved in the &quot;Episodic Ataxia Syndrome: Genotype-Phenotype Correlation and Longitudinal Study&quot; project.
phs001943	2020-05-01	1	phs001943.v1.pht009715.v1.p1.UM_Subject_Phenotypes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001943/phs001943.v1.p1/pheno_variable_summaries/phs001943.v1.pht009715.v1.p1.UM_Subject_Phenotypes.var_report.xml	This subject phenotype table includes affection status, sex, race, and other cancers.
phs001943	2020-05-01	1	phs001943.v1.pht009716.v1.p1.UM_Sample_Attributes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001943/phs001943.v1.p1/pheno_variable_summaries/phs001943.v1.pht009716.v1.p1.UM_Sample_Attributes.var_report.xml	This sample attributes table includes body site where sample was collected, analyte type, tumor status, and histological type.
phs000521	2020-05-01	2	phs000521.v2.pht007043.v2.p1.medical_history.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000521/phs000521.v2.p1/pheno_variable_summaries/phs000521.v2.pht007043.v2.p1.medical_history.var_report.xml	Subject ID, visit, visit name, visit age, form status, start age, past medical history, comorbid conditions, ataxia history, genetic testing, and medication history of participants with or without episodic ataxia and involved in the &quot;Episodic Ataxia Syndrome: Genotype-Phenotype Correlation and Longitudinal Study&quot; project.
phs000521	2020-05-01	2	phs000521.v2.pht007044.v2.p1.physical_exam.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000521/phs000521.v2.p1/pheno_variable_summaries/phs000521.v2.pht007044.v2.p1.physical_exam.var_report.xml	Subject ID, visit, visit age, form name, form status, genotype ID, acquired factor&#39;s ID, generic choices, functional staging for ataxia, activities of daily living, vital signs, neurological examination, and clinical summary of participants with or without episodic ataxia and involved in the &quot;Episodic Ataxia Syndrome: Genotype-Phenotype Correlation and Longitudinal Study&quot; project.
phs000521	2020-05-01	2	phs000521.v2.pht007045.v1.p1.registration.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000521/phs000521.v2.p1/pheno_variable_summaries/phs000521.v2.pht007045.v1.p1.registration.var_report.xml	Subject ID, status, RDCRN protocol number, and age at registration of participants with or without episodic ataxia and involved in the &quot;Episodic Ataxia Syndrome: Genotype-Phenotype Correlation and Longitudinal Study&quot; project.
phs000521	2020-05-01	2	phs000521.v2.pht007046.v2.p1.sf_36.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000521/phs000521.v2.p1/pheno_variable_summaries/phs000521.v2.pht007046.v2.p1.sf_36.var_report.xml	Subject ID, status, RDCRN protocol number, and age at registration of participants with or without episodic ataxia and involved in the &quot;Episodic Ataxia Syndrome: Genotype-Phenotype Correlation and Longitudinal Study&quot; project.
phs000521	2020-05-01	2	phs000521.v2.pht007034.v2.p1.adverse_event.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000521/phs000521.v2.p1/pheno_variable_summaries/phs000521.v2.pht007034.v2.p1.adverse_event.var_report.xml	Subject ID, participant cycle number, age at adverse event, causality by reviewer, adverse event terms, death, congenital anomaly or birth defect, incapacitating condition, hospitalization, life threatening, severity index, adverse event reason, and patient outcome of participants with or without episodic ataxia and involved in the &quot;Episodic Ataxia Syndrome: Genotype-Phenotype Correlation and Longitudinal Study&quot; project.
phs000521	2020-05-01	2	phs000521.v2.pht007047.v2.p1.sf10_for_age5_13.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000521/phs000521.v2.p1/pheno_variable_summaries/phs000521.v2.pht007047.v2.p1.sf10_for_age5_13.var_report.xml	Subject ID, visit, visit age, form name, form status, limitation in some activities due to health problems, including riding, bike, skating, bending lifting or stooping, emotional or behavioral problems, body pain, ability to be a friend to others, to be satisfied in general, child seems to be less healthy than other children, child acted bothered or upset, child poorly coordinated or clumsy, and child limitation in schoolwork activity of participants with or without episodic ataxia and involved in the &quot;Episodic Ataxia Syndrome: Genotype-Phenotype Correlation and Longitudinal Study&quot; project.
