male	max_count	median	date	n	mean	min_count	filename	nulls	mean_count	sd	female	min	other	median_count	max	study accession	primary phenotype
			2019/08/05				./data/phs001867.v1.pht009354.v1.p1.Aging_Cells_Sample_Attributes.var_report.xml									phs001867.v1.p1	Hutchinson-Gilford Progeria Syndrome
			2021/09/14				./data/phs002545.v1.pht011556.v1.p1.MSS_CRC_PDAC_GEO.var_report.xml									phs002545.v1.p1	Immunotherapy
			2018/11/19				./data/phs001178.v1.pht008549.v1.p1.GMKF_DSD_Sample.var_report.xml									phs001178.v1.p1	Disorders of Sex Development
			05/30/2014				./data/phs000751.v1.pht003867.v1.p1.Fibrosing_Interstitial_Lung_Disease_Sample.var_report.xml									phs000751.v1.p1	Lung Diseases, Interstitial
			11/13/2015				./data/phs001008.v1.pht005107.v1.p1.IRAS_Family_Study_Subject.var_report.xml									phs001008.v1.p1	Insulin Resistance
			2019/10/31				./data/phs001623.v2.pht008362.v2.p1.HNSCC_Sample.var_report.xml									phs001623.v2.p1	Carcinoma, squamous cell of head and neck
			2021/08/11				./data/phs002056.v1.pht010452.v1.p1.CIDR_PC_AS_Subject_Phenotypes.var_report.xml									phs002056.v1.p1	Prostatic Neoplasms
23.0			2020/10/02	33.0			./data/phs002244.v1.pht010552.v1.p1.NSCLC_Pembrolizumab_Subject_Phenotypes.var_report.xml	0.0			10.0					phs002244.v1.p1	Carcinoma, Non-Small-Cell Lung
			11/08/2013				./data/phs000200.v9.pht002120.v3.p3.f85_rel2.var_report.xml									phs000200.v9.p3	Women&#39;s Health
			2018/06/21				./data/phs001470.v1.pht008168.v1.p1.CIDR_SWAN_Phenotypes_Long.var_report.xml									phs001470.v1.p1	Menopause
			2019/06/19				./data/phs001776.v1.pht009209.v1.p1.LTG_Pancreas_QTL_Sample.var_report.xml									phs001776.v1.p1	Pancreas
			2020/07/16				./data/phs001778.v1.pht009833.v1.p1.MDS_huM_Sample_Attributes.var_report.xml									phs001778.v1.p1	Myelodysplastic Syndromes
			09/29/2014				./data/phs000797.v1.pht004268.v1.p1.CTLA4_Haploinsufficiency_Sample.var_report.xml									phs000797.v1.p1	Autoimmune enteropathy
			2020/12/21				./data/phs000007.v32.pht000010.v3.p13.ex0_8s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
			03/08/2011				./data/phs000124.v2.pht002171.v1.p1.COG_Neuroblastoma_Subject.var_report_2011_03_08.xml									phs000124.v2.p1	Neuroblastoma
			05/01/2017				./data/phs000722.v2.pht003900.v2.p2.Colon_CIP_Sample_Attributes.var_report.xml									phs000722.v2.p2	Colorectal Neoplasms
			2021/06/07				./data/phs001998.v1.pht010502.v1.p1.CLL_allo_HSCT_Subject.var_report.xml									phs001998.v1.p1	Leukemia, Lymphocytic, Chronic, B-Cell
			2017/09/22				./data/phs001392.v1.pht006891.v1.p1.p6901_19430_immunerec.var_report.xml									phs001392.v1.p1	Severe Combined Immunodeficiency
			2019/03/11				./data/phs000286.v6.pht008732.v1.p2.asn0006_hearing.var_report.xml									phs000286.v6.p2	Cardiovascular Diseases
			05/08/2012				./data/phs000443.v1.pht002531.v1.p1.Prostate_Cancer_PCAT1_Sample.var_report.xml									phs000443.v1.p1	Prostatic Neoplasms
			05/24/2017				./data/phs000574.v1.pht005854.v1.p1.ARP_5201_Rett_Syndrome_Subject.var_report.xml									phs000574.v1.p1	Rett Syndrome
			2020/06/18				./data/phs000280.v7.pht004199.v2.p1.STROKE32.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
			05/19/2014				./data/phs000745.v1.pht003848.v1.p1.Alzheimers_Posterior_Cingulate_Astrocytes_Sample.var_report.xml									phs000745.v1.p1	Alzheimer Disease
			2018/09/19				./data/phs000357.v2.pht002331.v2.p1.Systemic_Sclerosis_Lab_Results.var_report.xml									phs000357.v2.p1	Systemic Sclerosis
			2020/06/18				./data/phs000280.v7.pht004200.v2.p1.STROKE41.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
			2019/11/14				./data/phs001922.v1.pht009617.v1.p1.Chromosome_Errors_Oocytes_Sample.var_report.xml									phs001922.v1.p1	Aneuploidy
			06/12/2017				./data/phs000594.v1.pht006505.v1.p1.GeneralLab.var_report.xml									phs000594.v1.p1	Leukemia, Large Granular Lymphocytic
			2020/12/21				./data/phs000007.v32.pht005150.v3.p13.t_aabp_ex09_1b_0948s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
			2021/08/06				./data/phs001783.v2.pht008822.v2.p1.Clinical_Specimens_Sample_Attributes.var_report.xml									phs001783.v2.p1	Neoplasms
126.0			2017/12/04	5.0			./data/phs001419.v1.pht007194.v1.p1.p6601_cmtpeds.var_report.xml	0.0			4.0					phs001419.v1.p1	Charcot-Marie-Tooth Disease
			11/15/2013				./data/phs000238.v1.pht002007.v1.p1.NEIGHBOR_Glaucoma_Sample.var_report.xml									phs000238.v1.p1	Glaucoma
			05/08/2017	1.0			./data/phs001362.v1.pht006344.v1.p1.Gastric_Cancer_Metastases_Subject_Phenotypes.var_report.xml	0.0			1.0					phs001362.v1.p1	Stomach Neoplasms
34.0			2018/05/15	225.0			./data/phs001311.v1.pht007928.v1.p1.sf_36.var_report.xml	1.0			26.0					phs001311.v1.p1	Myotonia
			2021/09/24				./data/phs002346.v1.pht011577.v1.p1.EAGLE_Immune_Related_Sample_Attributes.var_report.xml									phs002346.v1.p1	Lung Neoplasms
560.0	560.0		05/16/2017	946.0		386.0	./data/phs001252.v1.pht006376.v1.p1.ca_calc.var_report.xml	0.0	473.0	123	386.0			473.0		phs001252.v1.p1	Pulmonary Disease, Chronic Obstructive
			2020/12/21				./data/phs000007.v32.pht000028.v3.p13.ex0_26s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
			2021/08/26				./data/phs001729.v2.pht010127.v1.p1.TOPMed_WGS_CARE_CLIC_Sample.var_report.xml									phs001729.v2.p1	Asthma
			06/25/2013				./data/phs000354.v1.pht003350.v1.p1.ESP_Family_Studies_PAH_Sample_Attributes.var_report.xml									phs000354.v1.p1	Hypertension, Pulmonary
			12/03/2012				./data/phs000548.v1.pht003070.v1.p1.asa2_Sample.var_report.xml									phs000548.v1.p1	Aspirin
10.0	10.0		03/29/2017	18.0		8.0	./data/phs000707.v2.pht003716.v2.p1.Hereditary_Neurological_Disorders_Subject_Phenotypes.var_report.xml	0.0	9.0	1.414	8.0			9.0		phs000707.v2.p1	Nervous System Diseases
			2018/04/23				./data/phs000179.v6.pht002259.v3.p2.COPDGene_Subject_Images.var_report.xml									phs000179.v6.p2	Pulmonary Disease, Chronic Obstructive
7.0	8.0		2018/10/19	76.0		9.0	./data/phs000492.v3.pht006605.v2.p2.Developmental_Brain_Disorders_Pedigree.var_report.xml	0.0	9.5	7	9.0			9.5		phs000492.v3.p2	Microcephaly
			03/03/2015				./data/phs000620.v1.pht003893.v1.p1.MCTFR_Substance_Abuse_Sample.var_report.xml									phs000620.v1.p1	Substance-Related Disorders
			2020/09/22				./data/phs002211.v1.pht010524.v1.p1.GALE_Sample_Attributes.var_report.xml									phs002211.v1.p1	Bacterial Vaginosis
			03/19/2015				./data/phs000869.v1.pht004611.v1.p1.BEAGESS_Sample_Attributes.var_report.xml									phs000869.v1.p1	Esophageal Neoplasms
156.0			2021/07/29	289.0			./data/phs001624.v2.pht008229.v2.p2.TOPMed_CCDG_BioVU_Subject.var_report.xml	0.0			739.0					phs001624.v2.p2	Atrial Fibrillation
71.0			09/09/2013	114.0			./data/phs000266.v4.pht001266.v4.p1.HMP_Dermatitis_Immunodeficiency_MRSA_Subject_Phenotypes.var_report.xml	0.0			43.0					phs000266.v4.p1	Dermatitis, Atopic
			04/23/2014				./data/phs000378.v1.pht002316.v1.p1.CIDR_Dementia_Subject.var_report.xml									phs000378.v1.p1	Alzheimer Disease
			11/21/2016				./data/phs001251.v1.pht005951.v1.p1.UC_WES_Sample_Attributes.var_report.xml									phs001251.v1.p1	Colitis, Ulcerative
			08/20/2013				./data/phs000285.v3.pht001643.v2.p2.B2LEPTIN.var_report.xml									phs000285.v3.p2	Cardiovascular Diseases
			2020/10/21				./data/phs001942.v1.pht010586.v1.p1.Histiocytic_Dendritic_Sarcoma_Sample.var_report.xml									phs001942.v1.p1	Histiocytic Sarcoma
			2018/08/02				./data/phs001487.v1.pht007137.v1.p1.CCDG_TAICHI_Sample.var_report.xml									phs001487.v1.p1	
			2019/03/11				./data/phs000286.v6.pht008720.v1.p2.adrb.var_report.xml									phs000286.v6.p2	Cardiovascular Diseases
			2018/12/14				./data/phs001439.v1.pht006817.v1.p1.POP_Sample_Attributes.var_report.xml									phs001439.v1.p1	Pelvic Organ Prolapse
			2018/04/16				./data/phs001326.v1.pht007809.v1.p1.pidtc_19287_day100tre.var_report.xml									phs001326.v1.p1	Severe Combined Immunodeficiency
85.0	85.0		2019/04/25	5.0		81.0	./data/phs000899.v1.pht008944.v1.p1.AmBiGen_Subject_Phenotypes.var_report.xml	0.0	83.0	2.828	81.0			83.0		phs000899.v1.p1	Bipolar Disorder
7.0	7.0		2021/07/07	13.0		6.0	./data/phs002436.v1.pht011375.v1.p1.TIL_Infusion_Subject.var_report.xml	0.0	6.5	0.7071	6.0			6.5		phs002436.v1.p1	Melanoma
			03/21/2017				./data/phs000228.v4.pht001184.v3.p1.EMMES_HMP_Subject.var_report.xml									phs000228.v4.p1	Metagenomics
			08/21/2013				./data/phs000641.v1.pht003476.v1.p1.Combined_Immunodeficiency_Multiple_Intestinal_Atresias_Sample.var_report.xml									phs000641.v1.p1	Immunological Deficiency Syndrome
			02/20/2015				./data/phs000431.v2.pht002483.v2.p1.IGAN_Sample.var_report.xml									phs000431.v2.p1	Glomerulonephritis, IGA
			09/16/2013				./data/phs000328.v2.pht002132.v2.p1.DLBCL_Subject.var_report.xml									phs000328.v2.p1	Lymphoma, Large B-Cell, Diffuse
			2019/12/12	166.0			./data/phs001866.v1.pht009674.v1.p1.ConvertHER_Subject_Phenotypes.var_report.xml	0.0			166.0					phs001866.v1.p1	Breast Neoplasms
			2019/06/03				./data/phs001814.v1.pht009005.v1.p1.Heterotaxy_Sample.var_report.xml									phs001814.v1.p1	Heterotaxy Syndrome
			2018/10/31				./data/phs001654.v1.pht008443.v1.p1.NSAID_BE_Subject_Phenotypes.var_report.xml									phs001654.v1.p1	Barrett Esophagus
			2020/12/21				./data/phs000007.v32.pht002564.v6.p13.l_gal3_ex06_1_0623s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
			08/20/2013				./data/phs000285.v3.pht001806.v2.p2.EFLWUP1.var_report.xml									phs000285.v3.p2	Cardiovascular Diseases
			2019/12/12				./data/phs001883.v1.pht009680.v1.p1.S0800_BC_Subject.var_report.xml									phs001883.v1.p1	Breast Neoplasms
			2020/06/18				./data/phs000280.v7.pht006428.v1.p1.CYSC.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
			2018/06/14				./data/phs001238.v2.pht006661.v1.p1.GENOA_EuropeanAmerican_Phase2_LabData.var_report.xml									phs001238.v2.p1	Hypertension
			08/20/2013				./data/phs000285.v3.pht001591.v2.p2.A5F06A.var_report.xml									phs000285.v3.p2	Cardiovascular Diseases
			03/12/2013				./data/phs000343.v3.pht003146.v1.p1.mlf.var_report.xml									phs000343.v3.p1	Stroke
			2020/06/18				./data/phs000280.v7.pht004179.v2.p1.RTASWF33.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
2.0			2017/11/09	4.0			./data/phs001400.v1.pht006824.v1.p1.Mega_Haplotypes_CRC_Subject_Phenotypes.var_report.xml	0.0			2.0					phs001400.v1.p1	Cancer, Colorectal
			2020/03/11				./data/phs001919.v1.pht009591.v1.p1.Melanoma_Anti_PD_1_Subject.var_report.xml									phs001919.v1.p1	Melanoma
2943.0	3500.0		04/29/2016	6443.0		2943.0	./data/phs000128.v3.pht000548.v2.p3.simphen149.var_report.xml	0.0	3222.0	393.9	3500.0			3222.0		phs000128.v3.p3	Coronary Disease
			2020/12/30				./data/phs002290.v1.pht010822.v1.p1.cfDNA_Metastasis_Sample.var_report.xml									phs002290.v1.p1	Cell-Free Nucleic Acids
			2019/03/11				./data/phs000286.v6.pht008746.v1.p2.ecga_adj.var_report.xml									phs000286.v6.p2	Cardiovascular Diseases
			2020/12/21				./data/phs000007.v32.pht000743.v5.p13.cva_2005s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
			2019/03/11				./data/phs000286.v6.pht001920.v5.p2.JHS_Subject.var_report.xml									phs000286.v6.p2	Cardiovascular Diseases
			12/01/2015				./data/phs000571.v3.pht003175.v3.p2.PCGC_Sample.var_report.xml									phs000571.v3.p2	Heart Defects, Congenital
			2019/08/01				./data/phs001740.v1.pht008622.v1.p1.CCDG_SAGE_Sample.var_report.xml									phs001740.v1.p1	Autism Spectrum Disorder
			2019/12/06				./data/phs001861.v1.pht009323.v1.p1.sc_UM_Subject.var_report.xml									phs001861.v1.p1	Uveal melanoma
			2018/06/14				./data/phs001238.v2.pht006035.v1.p1.GENOA_AfricanAmerican_JacksonCAC_FamilyHistory.var_report.xml									phs001238.v2.p1	Hypertension
317.0	317.0		2021/03/23	599.0		282.0	./data/phs001122.v1.pht008637.v1.p1.Neonatal_Brain_Subject.var_report.xml	0.0	299.5	24.75	282.0			299.5		phs001122.v1.p1	Brain
			2019/03/11				./data/phs000286.v6.pht001947.v2.p2.csia.var_report.xml									phs000286.v6.p2	Cardiovascular Diseases
936.0	123.0		2019/04/25	2096.0		936.0	./data/phs001673.v1.pht008510.v1.p1.ADAGESIII_Pedigree.var_report.xml	0.0	940.0	48.08	123.0			940.0		phs001673.v1.p1	Glaucoma
			08/20/2013				./data/phs000285.v3.pht001600.v2.p2.B2F07.var_report.xml									phs000285.v3.p2	Cardiovascular Diseases
			2020/12/21				./data/phs000007.v32.pht002145.v6.p13.l_psel_2005_m_0463s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
			11/08/2013				./data/phs000200.v9.pht001009.v4.p3.f41_rel1.var_report.xml									phs000200.v9.p3	Women&#39;s Health
			2018/06/30				./data/phs001646.v1.pht008197.v1.p1.GBM_Sample_Attributes.var_report.xml									phs001646.v1.p1	Glioblastoma
2.0			02/02/2016	3.0			./data/phs001067.v1.pht005286.v1.p1.Meningitis_Encephalitis_Subject_Phenotypes.var_report.xml	0.0			1.0					phs001067.v1.p1	Encephalitis
2943.0	3500.0		04/29/2016	6443.0		2943.0	./data/phs000128.v3.pht000462.v2.p3.simphen063.var_report.xml	0.0	3222.0	393.9	3500.0			3222.0		phs000128.v3.p3	Coronary Disease
7015.0	7015.0		2018/08/19	2251.0		90.0	./data/phs000101.v5.pht008311.v1.p1.ALS_Diagnosis.var_report.xml	0.0	750.3	590.7	5214.0			5214.0		phs000101.v5.p1	Amyotrophic Lateral Sclerosis
			04/11/2014				./data/phs000735.v1.pht003795.v1.p1.Placental_Microbiome_Subject.var_report.xml									phs000735.v1.p1	Bacterial Infections
1.0	24.0		2021/08/30	25.0		1.0	./data/phs002457.v1.pht011515.v1.p1.TNBC_BrM_Subject.var_report.xml	0.0	12.5	16.26	24.0			12.5		phs002457.v1.p1	Triple Negative Breast Neoplasms
			2019/07/01				./data/phs001810.v1.pht009066.v1.p1.COCCaINE_Sample.var_report.xml									phs001810.v1.p1	Cocaine
3747.0	3747.0		2021/03/17	3747.0		3747.0	./data/phs002226.v1.pht011065.v1.p1.MACS_Subject_Phenotypes.var_report.xml	0.0	3747.0					3747.0		phs002226.v1.p1	HIV
			2017/10/11				./data/phs000578.v1.pht007006.v1.p1.baseline_interimmedicalhistory.var_report.xml									phs000578.v1.p1	Nondystrophic myotonia
			2018/05/01				./data/phs001568.v1.pht007871.v1.p1.CLL_Subject.var_report.xml									phs001568.v1.p1	Leukemia, Lymphoid
			2021/06/09				./data/phs002448.v1.pht011299.v1.p1.BC_CDK4_6_Sample.var_report.xml									phs002448.v1.p1	Immunologic Memory
			2021/02/03				./data/phs001018.v1.pht010912.v1.p1.Clinical_Renal_Tumors_Sample.var_report.xml									phs001018.v1.p1	
			2019/08/18				./data/phs001201.v2.pht007554.v2.p1.AsPIRES_HINT_Subject.var_report.xml									phs001201.v2.p1	Respiratory Syncytial Virus Infections
			2021/06/25				./data/phs001466.v2.pht009580.v1.p1.TOPMed_WGS_PharmHU_Sample_Attributes.var_report.xml									phs001466.v2.p1	Sickle Cell Anemia
			2018/04/05				./data/phs001522.v1.pht007730.v1.p1.cDNMs_Sample.var_report.xml									phs001522.v1.p1	
653.0	653.0		2019/05/30	980.0		327.0	./data/phs000424.v8.pht002742.v8.p2.GTEx_Subject_Phenotypes.var_report.xml	0.0	490.0	230.5	327.0			490.0		phs000424.v8.p2	Reference Values
			04/15/2014				./data/phs000719.v1.pht003734.v1.p1.PNTM_Subject.var_report.xml									phs000719.v1.p1	Mycobacterium avium-intracellulare Infection
			2021/08/20				./data/phs002508.v1.pht011501.v1.p1.HVP_scRNA_HepB_Sample.var_report.xml									phs002508.v1.p1	Vaccines
			12/27/2012				./data/phs000522.v1.pht002878.v1.p1.Hyperdiploid_Pediatric_ALL_Subject.var_report.xml									phs000522.v1.p1	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma
			08/12/2016				./data/phs000888.v1.pht005567.v1.p1.16aGERD_hx_visits_B.var_report.xml									phs000888.v1.p1	
			2017/09/06				./data/phs001261.v1.pht006113.v1.p1.Palindromic_Gene_Amplification_Sample.var_report.xml									phs001261.v1.p1	Breast Neoplasms
			02/08/2017				./data/phs001187.v1.pht005678.v1.p1.CD8_T_Cell_Differentiation_Aging_Sample_Attributes.var_report.xml									phs001187.v1.p1	Aging
			2018/04/16				./data/phs001289.v1.pht007789.v1.p1.cardiacarrhythmia.var_report.xml									phs001289.v1.p1	Andersen Syndrome
			2021/07/07				./data/phs001472.v2.pht007118.v1.p1.TOPMed_WGS_ECLIPSE_Sample_Attributes.var_report.xml									phs001472.v2.p1	Pulmonary Disease, Chronic Obstructive
			2020/09/18				./data/phs002015.v1.pht010364.v1.p1.AREDS2_ANM.var_report.xml									phs002015.v1.p1	Macular Degeneration
			2021/07/29				./data/phs001599.v1.pht011436.v1.p1.TOPMed_WGS_Boston_Brazil_SCD_Sample_Attributes.var_report.xml									phs001599.v1.p1	Anemia, Sickle Cell
631.0	631.0		04/10/2014	631.0		631.0	./data/phs000306.v4.pht002082.v1.p1.Non_MEC_Prostate_Cancer_AA_Subject_Phenotypes.var_report.xml	0.0	631.0					631.0		phs000306.v4.p1	Prostatic Neoplasms
			2018/10/29				./data/phs001678.v1.pht008474.v1.p1.scTCR_Sample_Attributes.var_report.xml									phs001678.v1.p1	Humans
10.0	10.0		08/26/2013	12.0		2.0	./data/phs000362.v1.pht003230.v1.p1.ESP_FamilialAtrialFibrillation_Subject_Phenotypes.var_report.xml	0.0	6.0	5.657	2.0			6.0		phs000362.v1.p1	Atrial Fibrillation
			08/29/2016				./data/phs000882.v1.pht005713.v1.p1.PEGASUS_EA_Sample.var_report.xml									phs000882.v1.p1	Prostatic Neoplasms
			02/08/2017				./data/phs001276.v1.pht006121.v1.p1.Interneuron_Development_Sample.var_report.xml									phs001276.v1.p1	Growth and Development
376.0	959.0		2021/07/09	969.0		376.0	./data/phs001207.v3.pht005793.v3.p1.TOPMed_WGS_AA_Sarcoidosis_Subject_Phenotypes.var_report.xml	0.0	667.5	78.49	959.0			667.5		phs001207.v3.p1	Sarcoidosis
8.0	9.0		08/24/2009	45.0		8.0	./data/phs000091.v2.pht000799.v2.p1.Type2Diabetes_NHS_HPFS_Pedigree.var_report_2009_08_24.xml	0.0	8.0	8.485	9.0			8.0		phs000091.v2.p1	Diabetes Mellitus, Type 2
			2020/06/18				./data/phs000280.v7.pht004117.v2.p1.ICTA04.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
			12/11/2015				./data/phs001034.v1.pht005188.v1.p1.NECC_Ovarian_Cancer_Subject_Phenotypes.var_report.xml									phs001034.v1.p1	Ovarian Neoplasms
			2020/06/30				./data/phs001972.v1.pht009844.v1.p1.REDS_BSCDC_Sample_Attributes.var_report.xml									phs001972.v1.p1	Anemia, Sickle Cell
4344.0	4344.0		2019/08/10	8502.0		705.0	./data/phs001208.v2.pht008655.v1.p1.COGA_SmokeScreen_Pedigree.var_report.xml	0.0	917.5	654.1	705.0			917.5		phs001208.v2.p1	Alcoholism
			2020/03/09				./data/phs001299.v2.pht007619.v1.p1.Nicotine_Addiction_Subject.var_report.xml									phs001299.v2.p1	Behavior, Addictive
			03/28/2016				./data/phs001009.v1.pht005353.v1.p1.RBEL_Asthma_Determinants_Sample_Attributes.var_report.xml									phs001009.v1.p1	Asthma
			2017/11/14				./data/phs001241.v1.pht005923.v1.p1.Metastatic_Melanomas_Subject_Phenotypes.var_report.xml									phs001241.v1.p1	Melanoma
			11/08/2013				./data/phs000200.v9.pht000982.v6.p3.WHI_Subject.var_report.xml									phs000200.v9.p3	Women&#39;s Health
745.0			2018/03/09	1021.0			./data/phs000606.v1.pht007571.v1.p1.crf_initialvisit.var_report.xml	0.0			276.0					phs000606.v1.p1	Cardiovascular Diseases
			2019/06/14				./data/phs000589.v1.pht009191.v1.p1.lab_results_form.var_report.xml									phs000589.v1.p1	Takayasu Arteritis
			09/14/2015				./data/phs000828.v1.pht004328.v1.p1.Fibrolamellar_HCC_Genomic_Analysis_Sample.var_report.xml									phs000828.v1.p1	Fibrolamellar hepatocellular carcinoma
			04/11/2011				./data/phs000100.v3.pht001126.v1.p1.FUSION_Sample.var_report.xml									phs000100.v3.p1	Diabetes Mellitus, Type 2
			04/22/2009				./data/phs000167.v1.pht000716.v1.p1.nonGAIN_Schizophrenia_controls_questionnaire.var_report_2009_04_22.xml									phs000167.v1.p1	Schizophrenia
			11/16/2016				./data/phs000973.v1.pht004990.v1.p1.JMML_Sample_Attributes.var_report.xml									phs000973.v1.p1	Leukemia, Myelomonocytic, Juvenile
			11/08/2013				./data/phs000200.v9.pht002122.v1.p3.outc_cad_rel2.var_report.xml									phs000200.v9.p3	Women&#39;s Health
			2020/06/18				./data/phs000280.v7.pht004147.v2.p1.PULM.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
			07/27/2017	135.0			./data/phs000596.v1.pht006706.v1.p1.cfq_adolescents_adults_ages_14.var_report.xml	0.0								phs000596.v1.p1	Primary ciliary dyskinesia
			01/11/2017				./data/phs001242.v1.pht006071.v1.p1.Enhancers_Misregulate_Oncogenes_Subject.var_report.xml									phs001242.v1.p1	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
			2019/08/01				./data/phs001839.v1.pht009356.v1.p1.Deep_Seq_Cancers_Sample.var_report.xml									phs001839.v1.p1	Neoplasms
			2020/02/19				./data/phs001221.v1.pht007157.v1.p1.Prostate_Cancer_GWAS_Subject.var_report.xml									phs001221.v1.p1	Prostatic Neoplasms
