,n,male,female,unknown,date,filename,dataset_id
4441,34.0,14,20,0.0,2019/12/17,./data/phs001943.v1.pht009716.v1.p1.UM_Sample_Attributes.var_report.xml,pht009716.v1
4442,624.0,0,624,0.0,2020/11/27,./data/phs002060.v1.pht010592.v1.p1.CALGB_40502_Sample_Attributes.var_report.xml,pht010592.v1
4443,345.0,148,184,13.0,2019/03/11,./data/phs001757.v1.pht008668.v1.p1.Odorant_Receptors_Sample.var_report.xml,pht008668.v1
4444,9.0,2,3,4.0,2020/03/05,./data/phs001959.v1.pht009952.v1.p1.CLL_SF3B1_Subject_Phenotypes.var_report.xml,pht009952.v1
4445,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000484.v2.p3.simphen085.var_report.xml,pht000484.v2
4446,594.0,306,90,198.0,2020/09/08,./data/phs001110.v3.pht006514.v2.p1.GMKF_CDH_Subject_Phenotypes.var_report.xml,pht006514.v2
4450,94.0,0,0,94.0,2021/01/06,./data/phs001383.v1.pht010793.v1.p1.Moebius_Syndrome_Subject_Phenotypes.var_report.xml,pht010793.v1
4451,824.0,454,370,0.0,2019/10/22,./data/phs001917.v1.pht009550.v1.p1.Methylation_PC_Subject_Phenotypes.var_report.xml,pht009550.v1
4452,982.0,982,0,0.0,01/13/2017,./data/phs000743.v1.pht004822.v1.p1.METSIM_Sample.var_report.xml,pht004822.v1
4453,4.0,3,1,0.0,2020/09/15,./data/phs002234.v1.pht010514.v1.p1.Xq28_Deletion_HH_Pedigree.var_report.xml,pht010514.v1
4454,46.0,30,3,13.0,2018/06/01,./data/phs001342.v1.pht008052.v1.p1.Statin_Induced_Myopathy_Sample_Attributes.var_report.xml,pht008052.v1
4455,166.0,0,166,0.0,2019/12/12,./data/phs001866.v1.pht009674.v1.p1.ConvertHER_Subject_Phenotypes.var_report.xml,pht009674.v1
4456,2635.0,883,1409,343.0,2021/01/27,./data/phs000584.v1.pht010795.v1.p1.CIDR_Longevity_Subject.var_report.xml,pht010795.v1
4457,624.0,0,624,0.0,2020/11/27,./data/phs002060.v1.pht010589.v1.p1.CALGB_40502_Subject.var_report.xml,pht010589.v1
4458,5.0,2,3,0.0,2019/03/21,./data/phs001235.v1.pht008448.v1.p1.MDA5_Deficiency_Subject_Phenotypes.var_report.xml,pht008448.v1
4459,183.0,155,28,0.0,2018/03/20,./data/phs001559.v1.pht007664.v1.p1.Oxycodone_Abuse_Sample_Attributes.var_report.xml,pht007664.v1
4460,36.0,19,17,0.0,2020/01/31,./data/phs001940.v2.pht009696.v1.p1.Immune_Checkpoint_NSCLC_Subject.var_report.xml,pht009696.v1
4461,12.0,3,3,6.0,2018/02/27,./data/phs001064.v1.pht006833.v1.p1.PC_SRC_Bladder_Sample.var_report.xml,pht006833.v1
4462,4.0,3,1,0.0,08/04/2015,./data/phs000926.v1.pht004867.v1.p1.Crohn_Disease_Childhood_Onset_Subject_Phenotypes.var_report.xml,pht004867.v1
4465,206.0,23,28,155.0,2020/06/18,./data/phs001787.v1.pht009044.v1.p1.CRC_High_Risk_Families_Sample.var_report.xml,pht009044.v1
4467,197.0,5,4,188.0,02/09/2017,./data/phs001082.v1.pht005382.v1.p1.VZV_TCell_Sample_Attributes.var_report.xml,pht005382.v1
4469,28.0,0,0,28.0,2018/06/30,./data/phs001646.v1.pht008196.v1.p1.GBM_Sample.var_report.xml,pht008196.v1
4470,475.0,236,239,0.0,2018/04/23,./data/phs001219.v1.pht007857.v1.p1.LPD_Subject.var_report.xml,pht007857.v1
4471,98.0,0,0,98.0,2019/12/12,./data/phs000785.v1.pht004010.v1.p1.SCC_Sample_Attributes.var_report.xml,pht004010.v1
4473,2.0,0,2,0.0,2018/05/15,./data/phs001557.v1.pht007615.v1.p1.MADSEQ_Subject.var_report.xml,pht007615.v1
4479,794.0,0,0,794.0,11/30/2015,./data/phs000975.v1.pht004934.v1.p1.NHS_Mammographic_Density_Sample.var_report.xml,pht004934.v1
4480,3577.0,0,0,3577.0,12/06/2016,./data/phs001203.v1.pht005966.v1.p1.STARNET_Sample.var_report.xml,pht005966.v1
4481,61.0,29,30,2.0,2018/10/15,./data/phs001106.v1.pht008459.v1.p1.Genomics_HCC_Subject_Phenotypes.var_report.xml,pht008459.v1
4483,15.0,8,7,0.0,2020/01/10,./data/phs001956.v1.pht009787.v1.p1.sc_Liver_Subject_Phenotypes.var_report.xml,pht009787.v1
4486,4.0,4,0,0.0,2020/06/18,./data/phs000280.v7.pht004227.v2.p1.UBMGWM01.var_report.xml,pht004227.v2
4487,98.0,0,0,98.0,2019/12/12,./data/phs000785.v1.pht004009.v1.p1.SCC_Sample.var_report.xml,pht004009.v1
4488,94.0,0,24,70.0,2018/06/27,./data/phs001006.v1.pht006002.v1.p1.Lobular_Carcinomas_Sample.var_report.xml,pht006002.v1
4490,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000510.v2.p3.simphen111.var_report.xml,pht000510.v2
4492,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000467.v2.p3.simphen068.var_report.xml,pht000467.v2
4493,1837.0,559,1277,1.0,2020/03/24,./data/phs001641.v1.pht010033.v1.p1.GeneticTestingCounselingOutcomes.var_report.xml,pht010033.v1
4497,335.0,0,334,1.0,2018/12/14,./data/phs001439.v1.pht006815.v1.p1.POP_Sample.var_report.xml,pht006815.v1
4498,473.0,8,11,454.0,2019/10/31,./data/phs001623.v2.pht008364.v2.p1.HNSCC_Sample_Attributes.var_report.xml,pht008364.v2
4500,3296.0,632,971,1693.0,2021/03/05,./data/phs001388.v2.pht006878.v2.p1.SIGMA_DMS_Subject_Phenotypes.var_report.xml,pht006878.v2
4502,14.0,6,6,2.0,2021/02/08,./data/phs002335.v1.pht010941.v1.p1.CLL_Sample.var_report.xml,pht010941.v1
4503,42.0,23,16,3.0,2020/05/27,./data/phs002034.v1.pht010255.v1.p1.Glioma_Grade_Subject_Phenotypes.var_report.xml,pht010255.v1
4504,2522.0,1261,1261,0.0,2018/04/05,./data/phs001522.v1.pht007731.v1.p1.cDNMs_Subject_Phenotypes.var_report.xml,pht007731.v1
4505,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000422.v2.p3.simphen023.var_report.xml,pht000422.v2
4509,4.0,3,1,0.0,2020/09/15,./data/phs002234.v1.pht010516.v1.p1.Xq28_Deletion_HH_Subject_Phenotypes.var_report.xml,pht010516.v1
4510,410.0,136,274,0.0,02/01/2016,./data/phs001021.v1.pht005267.v1.p1.CHDWB_Rare_Regulatory_Variants_Sample_Attributes.var_report.xml,pht005267.v1
4511,550.0,212,338,0.0,2019/10/17,./data/phs001511.v1.pht007295.v1.p1.SEARCH_ProDIGY_Sample_Attributes.var_report.xml,pht007295.v1
4512,50.0,32,0,18.0,2021/01/07,./data/phs002083.v1.pht010657.v1.p1.TS_ccRCC_Sample_Attributes.var_report.xml,pht010657.v1
4513,74.0,17,22,35.0,2020/09/04,./data/phs001993.v1.pht010085.v1.p1.NF1_AtypicalNeurofibromas_Sample.var_report.xml,pht010085.v1
4514,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000512.v2.p3.simphen113.var_report.xml,pht000512.v2
4515,33.0,23,10,0.0,2020/10/02,./data/phs002244.v1.pht010550.v1.p1.NSCLC_Pembrolizumab_Subject.var_report.xml,pht010550.v1
4516,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000435.v2.p3.simphen036.var_report.xml,pht000435.v2
4518,8904.0,990,710,7204.0,2018/05/18,./data/phs001315.v1.pht006194.v1.p1.CIDR_GECCO_Colorectal_Cancer_GxE_Sample_Attributes.var_report.xml,pht006194.v1
4520,74.0,17,22,35.0,2020/09/04,./data/phs001993.v1.pht010087.v1.p1.NF1_AtypicalNeurofibromas_Sample_Attributes.var_report.xml,pht010087.v1
4523,2.0,2,0,0.0,2021/08/20,./data/phs002557.v1.pht011482.v1.p1.PID_LRBA_Subject_Phenotypes.var_report.xml,pht011482.v1
4524,34.0,22,12,0.0,2017/08/09,./data/phs001425.v1.pht006756.v1.p1.Melanoma_Immune_Checkpoint_Subject_Phenotypes.var_report.xml,pht006756.v1
4526,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000600.v2.p3.triplet_sim.var_report.xml,pht000600.v2
4527,6923.0,5547,1376,0.0,03/19/2015,./data/phs000869.v1.pht004611.v1.p1.BEAGESS_Sample_Attributes.var_report.xml,pht004611.v1
4528,6907.0,972,948,4987.0,2020/11/24,./data/phs001963.v1.pht009829.v1.p1.DEMENTIA_SEQ_Sample_Attributes.var_report.xml,pht009829.v1
4529,2322.0,627,706,989.0,05/02/2017,./data/phs001358.v1.pht006335.v1.p1.RareBliss_Sample.var_report.xml,pht006335.v1
4535,91.0,49,33,9.0,03/20/2013,./data/phs000573.v1.pht003215.v1.p1.DiffuseLargeBCellLymphoma_SampleGEOMapping.var_report.xml,pht003215.v1
4541,5.0,3,2,0.0,2017/10/10,./data/phs001372.v1.pht006534.v1.p1.CLL_Integrated_Single_Cell_Subject_Phenotypes.var_report.xml,pht006534.v1
4543,2159.0,1367,792,0.0,05/16/2017,./data/phs001252.v1.pht006367.v1.p1.ECLIPSE_Sample.var_report.xml,pht006367.v1
4544,10.0,4,1,5.0,2021/01/21,./data/phs002291.v1.pht010803.v1.p1.HSPCs_Aging_MBM_Sample_Attributes.var_report.xml,pht010803.v1
4551,14940.0,6784,8156,0.0,2020/06/18,./data/phs000280.v7.pht004147.v2.p1.PULM.var_report.xml,pht004147.v2
4552,38.0,18,20,0.0,2021/05/10,./data/phs002176.v2.pht010946.v1.p1.PD1_PDL1_SCLC_Subject.var_report.xml,pht010946.v1
4557,45.0,9,6,30.0,2017/09/25,./data/phs001348.v2.pht006233.v2.p1.Gene_Discovery_WGMS_Pedigree.var_report.xml,pht006233.v2
4559,6.0,3,3,0.0,11/21/2016,./data/phs001233.v1.pht005946.v1.p1.Familial_Dysautonomia_Sample_Attributes.var_report.xml,pht005946.v1
4562,60.0,28,11,21.0,2020/03/11,./data/phs001919.v1.pht009595.v1.p1.Melanoma_Anti_PD_1_Sample_Attributes.var_report.xml,pht009595.v1
4564,2901.0,1146,1747,8.0,2019/10/11,./data/phs001406.v1.pht007748.v1.p1.attixds.var_report.xml,pht007748.v1
4565,1323.0,856,467,0.0,2020/11/30,./data/phs002283.v1.pht010683.v1.p1.Selenium_Chemoprevention_Sample.var_report.xml,pht010683.v1
4566,899.0,91,90,718.0,2018/08/13,./data/phs001247.v1.pht008299.v1.p1.Symptoms.var_report.xml,pht008299.v1
4567,8.0,4,4,0.0,2018/02/28,./data/phs001001.v1.pht007525.v1.p1.MGH_AF_Pedigree.var_report.xml,pht007525.v1
4568,46.0,1,10,35.0,2017/08/25,./data/phs001407.v1.pht006666.v1.p1.HNPCC_Sample.var_report.xml,pht006666.v1
4569,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000469.v2.p3.simphen070.var_report.xml,pht000469.v2
4571,8335.0,19,18,8298.0,2021/03/25,./data/phs002235.v1.pht010955.v1.p1.GMbC_Microbiome_Sample.var_report.xml,pht010955.v1
4572,95.0,9,49,37.0,2019/06/24,./data/phs001795.v1.pht008950.v1.p1.CM1_Pedigree.var_report.xml,pht008950.v1
4573,1392.0,799,593,0.0,2019/08/01,./data/phs001828.v1.pht009370.v1.p1.CKD_Sample_Attributes.var_report.xml,pht009370.v1
4574,563.0,486,77,0.0,02/23/2017,./data/phs001253.v1.pht006167.v1.p1.Efavirenz_CNS_Symptoms_Sample_Attributes.var_report.xml,pht006167.v1
4575,2.0,0,2,0.0,2017/12/08,./data/phs001279.v1.pht007215.v1.p1.p5904_19462_supplemen.var_report.xml,pht007215.v1
4578,40.0,9,0,31.0,2017/09/27,./data/phs000747.v2.pht003846.v2.p1.IBBE_Sporadic_ALS_Sample_Attributes.var_report.xml,pht003846.v2
4579,1089.0,0,1089,0.0,2020/11/04,./data/phs002062.v1.pht010637.v1.p1.BC_TDLUs_Subject.var_report.xml,pht010637.v1
4582,28.0,0,14,14.0,08/22/2016,./data/phs001152.v1.pht005537.v1.p1.Endometrial_Carcinosarcomas_Sample_Attributes.var_report.xml,pht005537.v1
4583,6076.0,6076,0,0.0,2020/02/19,./data/phs001221.v1.pht007162.v1.p1.Prostate_Cancer_GWAS_Sample_Attributes.var_report.xml,pht007162.v1
4584,456.0,238,83,135.0,2018/06/07,./data/phs001481.v1.pht008132.v1.p1.IBMFS_Sample_Attributes.var_report.xml,pht008132.v1
4586,82.0,5,69,8.0,2019/05/13,./data/phs001811.v1.pht009062.v1.p1.Early_Lung_ADC_Subject_Phenotypes.var_report.xml,pht009062.v1
4587,13.0,2,0,11.0,10/24/2016,./data/phs001214.v1.pht005878.v1.p1.Simul_seq_Sample_Attributes.var_report.xml,pht005878.v1
4589,76.0,7,9,60.0,2018/10/19,./data/phs000492.v3.pht002707.v3.p2.Developmental_Brain_Disorders_Subject.var_report.xml,pht002707.v3
4591,238.0,0,0,238.0,2019/07/29,./data/phs001799.v1.pht008878.v1.p1.Neutrophilic_Leukemias_Sample_Attributes.var_report.xml,pht008878.v1
4592,48.0,23,25,0.0,2019/03/27,./data/phs001670.v1.pht008883.v1.p1.DeKAF_Tac_AA_EA_Sample_Attributes.var_report.xml,pht008883.v1
4594,650.0,348,91,211.0,06/03/2015,./data/phs000863.v1.pht004743.v1.p1.RCC_AA_Sample.var_report.xml,pht004743.v1
4595,1682.0,553,1129,0.0,11/22/2013,./data/phs000460.v1.pht003585.v1.p1.Recurrent_Nephrolithiasis_Sample_Attributes.var_report.xml,pht003585.v1
4596,1518.0,0,0,1518.0,2021/05/18,./data/phs002385.v1.pht011243.v1.p1.CIBMTR_HCTforSCD_Subject.var_report.xml,pht011243.v1
4597,55.0,55,0,0.0,08/05/2016,./data/phs000923.v1.pht005494.v1.p1.Germ_Cell_Tumors_Subject_Phenotypes.var_report.xml,pht005494.v1
4600,4.0,0,2,2.0,2017/11/30,./data/phs001341.v1.pht007171.v1.p1.PhLiPS_Pedigree.var_report.xml,pht007171.v1
4602,1785.0,736,1047,2.0,2021/06/08,./data/phs001218.v3.pht005960.v1.p1.TOPMed_WGS_GeneSTAR_Sample_Attributes.var_report.xml,pht005960.v1
4603,6907.0,972,948,4987.0,2020/11/24,./data/phs001963.v1.pht009828.v1.p1.DEMENTIA_SEQ_Subject_Phenotypes.var_report.xml,pht009828.v1
4604,33.0,7,8,18.0,08/04/2014,./data/phs000776.v1.pht003949.v1.p1.MCCD_Subject_Phenotypes.var_report.xml,pht003949.v1
4606,19.0,6,3,10.0,2021/08/05,./data/phs002499.v1.pht011449.v1.p1.CTCLs_JAK_STAT_Sample_Attributes.var_report.xml,pht011449.v1
4607,1580.0,701,879,0.0,2018/06/14,./data/phs001238.v2.pht006657.v1.p1.GENOA_EuropeanAmerican_Phase1_SubjectHistory.var_report.xml,pht006657.v1
4608,9.0,0,6,3.0,2017/08/14,./data/phs000803.v2.pht004567.v2.p1.Colon_Cancer_Sample_Attributes.var_report.xml,pht004567.v2
4609,1602.0,843,758,1.0,2021/08/19,./data/phs001662.v2.pht010070.v1.p1.LTRC_R040_subject_occu_expo_quest.var_report.xml,pht010070.v1
4610,20.0,7,3,10.0,10/15/2012,./data/phs000445.v1.pht002506.v1.p1.HIV_SubjectPhenotypesDS.var_report.xml,pht002506.v1
4612,29.0,20,9,0.0,11/16/2016,./data/phs000973.v1.pht004989.v1.p1.JMML_Subject_Phenotypes.var_report.xml,pht004989.v1
4614,1.0,1,0,0.0,2018/02/27,./data/phs001206.v1.pht007346.v1.p1.BSP_AA_SRA.var_report.xml,pht007346.v1
4616,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000549.v2.p3.simphen150.var_report.xml,pht000549.v2
4619,6.0,3,3,0.0,01/26/2015,./data/phs000837.v1.pht004441.v1.p1.22q11DS_Subject_Phenotypes.var_report.xml,pht004441.v1
4621,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000485.v2.p3.simphen086.var_report.xml,pht000485.v2
4622,64.0,0,0,64.0,02/27/2017,./data/phs001226.v1.pht006170.v1.p1.Embryonic_Development_Sample_Attributes.var_report.xml,pht006170.v1
4628,21.0,7,14,0.0,2017/09/12,./data/phs001403.v1.pht006841.v1.p1.NF1_PN_Pedigree.var_report.xml,pht006841.v1
4630,768.0,612,84,72.0,2019/03/11,./data/phs000286.v6.pht008753.v1.p2.hhxa.var_report.xml,pht008753.v1
4631,180.0,0,112,68.0,12/18/2014,./data/phs000841.v1.pht004422.v1.p1.Endometrial_Tumors_Sample_Attributes.var_report.xml,pht004422.v1
4633,7430.0,3928,3501,1.0,2018/05/07,./data/phs000490.v1.pht002962.v1.p1.eMERGE_Complex_Pediatric_Disorders_Pedigree.var_report.xml,pht002962.v1
4634,592.0,241,351,0.0,11/14/2016,./data/phs000827.v3.pht004470.v3.p1.CSER_NCGENES_Sample.var_report.xml,pht004470.v3
4637,4.0,4,0,0.0,2018/06/30,./data/phs001643.v1.pht008193.v1.p1.Chordoma_Subject_Phenotypes.var_report.xml,pht008193.v1
4641,284.0,185,99,0.0,2020/06/18,./data/phs000280.v7.pht004085.v2.p1.ESMC03.var_report.xml,pht004085.v2
4642,568.0,314,67,187.0,2019/07/26,./data/phs001705.v1.pht009272.v1.p1.EMBLEM_Sample.var_report.xml,pht009272.v1
4644,120.0,29,30,61.0,2018/10/15,./data/phs001106.v1.pht007335.v1.p1.Genomics_HCC_Subject.var_report.xml,pht007335.v1
4645,1.0,0,0,1.0,2019/06/05,./data/phs001835.v1.pht009141.v1.p1.Ocular_Melanocytosis_UM_Subject.var_report.xml,pht009141.v1
4646,118.0,82,36,0.0,2020/12/30,./data/phs002290.v1.pht010823.v1.p1.cfDNA_Metastasis_Subject_Phenotypes.var_report.xml,pht010823.v1
4648,173.0,118,55,0.0,2021/05/20,./data/phs000997.v5.pht005087.v3.p2.TOPMed_WGS_VAFAR_Subject.var_report.xml,pht005087.v3
4649,221.0,19,19,183.0,2020/04/06,./data/phs002003.v1.pht010107.v1.p1.Single_Cell_Atlas_Sample.var_report.xml,pht010107.v1
4650,1.0,1,0,0.0,2021/02/24,./data/phs002342.v1.pht011001.v1.p1.Polyepitope_Neoantigen_DNA_Vaccines_Subject.var_report.xml,pht011001.v1
4651,24.0,0,0,24.0,2021/01/08,./data/phs002309.v1.pht010841.v1.p1.Melanoma_Associated_Vitiligo_Sample_Attributes.var_report.xml,pht010841.v1
4654,83.0,57,26,0.0,2017/10/02,./data/phs000962.v1.pht006967.v1.p1.CIDR_Brain_Growth_Children_Subject_Phenotypes.var_report.xml,pht006967.v1
4655,678.0,298,380,0.0,2020/07/17,./data/phs001995.v1.pht009994.v1.p1.Himba_Sample_Attributes.var_report.xml,pht009994.v1
4658,50.0,0,50,0.0,02/18/2015,./data/phs000857.v1.pht004489.v1.p1.ER_Positive_Breast_Cancer_Subject_Phenotypes.var_report.xml,pht004489.v1
4659,900.0,452,440,8.0,2018/05/22,./data/phs001165.v1.pht007987.v1.p1.eMERGE_GCPD_CAG_CHOP_Subject_Phenotypes.var_report.xml,pht007987.v1
4660,225.0,34,26,165.0,2018/05/15,./data/phs001311.v1.pht007928.v1.p1.sf_36.var_report.xml,pht007928.v1
4661,325.0,0,0,325.0,07/30/2015,./data/phs000947.v1.pht004828.v1.p1.SLE_Autoantibodies_Subject_Phenotypes.var_report.xml,pht004828.v1
4663,134.0,70,64,0.0,2020/09/28,./data/phs002254.v1.pht010540.v1.p1.CF_Nasal_Epithelium_Sample.var_report.xml,pht010540.v1
4664,60.0,10,10,40.0,2021/08/13,./data/phs002486.v1.pht011472.v1.p1.Nivolumab_TIL_NSCLC_Sample_Attributes.var_report.xml,pht011472.v1
4665,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000405.v2.p3.simphen006.var_report.xml,pht000405.v2
4666,4350.0,946,2304,1100.0,10/24/2013,./data/phs000618.v1.pht003301.v1.p1.Hypertriglyceridemia_Mexican_Subject.var_report.xml,pht003301.v1
4667,1361.0,1361,0,0.0,2020/06/18,./data/phs000280.v7.pht004168.v2.p1.RTABM03.var_report.xml,pht004168.v2
4668,4.0,2,2,0.0,2021/02/02,./data/phs002204.v1.pht010907.v1.p1.cCREs_Subject.var_report.xml,pht010907.v1
4669,1.0,1,0,0.0,2020/06/09,./data/phs002036.v1.pht010274.v1.p1.Chromoanasynthesis_JBS_Subject.var_report.xml,pht010274.v1
4670,4.0,1,3,0.0,2020/11/20,./data/phs002255.v1.pht010673.v1.p1.Language_Impairment_Pedigree.var_report.xml,pht010673.v1
4671,9225.0,894,515,7816.0,2021/04/07,./data/phs001349.v2.pht010329.v1.p1.TGCT_Subject_Phenotypes.var_report.xml,pht010329.v1
4672,953.0,6,7,940.0,2021/03/24,./data/phs000720.v4.pht003881.v2.p1.Pediatric_Rhabdomyosarcoma_Sample_Attributes.var_report.xml,pht003881.v2
4674,625.0,262,363,0.0,2018/06/14,./data/phs001238.v2.pht006650.v1.p1.GENOA_EuropeanAmerican_CKD_Labs.var_report.xml,pht006650.v1
4675,4279.0,657,693,2929.0,2018/07/23,./data/phs000742.v1.pht008112.v1.p1.7_5_Demographics_New.var_report.xml,pht008112.v1
4676,34.0,8,9,17.0,2021/07/29,./data/phs002437.v1.pht011432.v1.p1.M4OC_PREVENT_Sample_Attributes.var_report.xml,pht011432.v1
4678,17152.0,7956,9127,69.0,2019/10/25,./data/phs001858.v1.pht009371.v1.p1.Advanced_Cancer_Subject.var_report.xml,pht009371.v1
4679,464.0,92,372,0.0,2019/04/15,./data/phs001792.v1.pht008932.v1.p1.InterGEN_Subject_Phenotypes.var_report.xml,pht008932.v1
4682,378.0,134,26,218.0,2021/09/24,./data/phs002346.v1.pht011577.v1.p1.EAGLE_Immune_Related_Sample_Attributes.var_report.xml,pht011577.v1
4683,34304.0,7956,9127,17221.0,2019/10/25,./data/phs001858.v1.pht009372.v1.p1.Advanced_Cancer_Sample.var_report.xml,pht009372.v1
4686,3495.0,781,941,1773.0,2019/11/27,./data/phs001177.v2.pht005667.v2.p1.Familial_Melanoma_Sample_Attributes.var_report.xml,pht005667.v2
4688,539.0,222,317,0.0,2018/06/01,./data/phs001538.v1.pht008094.v1.p1.Registry_Pts.var_report.xml,pht008094.v1
4689,20.0,0,0,20.0,06/12/2017,./data/phs001371.v1.pht006545.v1.p1.TNF_RA_FLS_Sample.var_report.xml,pht006545.v1
4691,2095.0,1240,855,0.0,2019/09/16,./data/phs001718.v1.pht009424.v1.p1.C9ORF72_Subject.var_report.xml,pht009424.v1
4694,159.0,0,58,101.0,2021/06/02,./data/phs002419.v1.pht011265.v1.p1.BC_Sample_Attributes.var_report.xml,pht011265.v1
4696,976.0,489,487,0.0,2021/03/05,./data/phs001504.v2.pht007908.v1.p1.T2D_GENES_Hong_Kong_Subject.var_report.xml,pht007908.v1
4697,432.0,220,212,0.0,2021/08/06,./data/phs001682.v2.pht009762.v1.p1.TOPMed_WGS_PUSH_SCD_Subject.var_report.xml,pht009762.v1
4698,2392.0,0,2392,0.0,07/24/2017,./data/phs001088.v1.pht006671.v1.p1.DRIVE_SBCGS_Sample_Attributes.var_report.xml,pht006671.v1
4700,24.0,0,0,24.0,03/24/2015,./data/phs000872.v1.pht004575.v1.p1.Autism_Postmortem_Brain_GEO.var_report.xml,pht004575.v1
4705,2504.0,31,857,1616.0,03/06/2017,./data/phs000574.v1.pht005874.v1.p1.sf_36.var_report.xml,pht005874.v1
4706,3.0,2,0,1.0,2019/03/15,./data/phs001791.v1.pht008852.v1.p1.Brain_Cell_Types_Subject.var_report.xml,pht008852.v1
4708,724.0,419,48,257.0,2020/04/15,./data/phs001894.v1.pht009521.v1.p1.CCDG_HMCA_Subject.var_report.xml,pht009521.v1
4711,39.0,2,8,29.0,2018/04/20,./data/phs001231.v2.pht006182.v2.p1.NeuroLINCS_ALS_SMA_Sample_Attributes.var_report.xml,pht006182.v2
4712,3747.0,3747,0,0.0,2021/03/17,./data/phs002226.v1.pht011066.v1.p1.MACS_Sample_Attributes.var_report.xml,pht011066.v1
4713,87.0,0,87,0.0,2018/05/24,./data/phs000929.v1.pht007983.v1.p1.High_Risk_Breast_Cancer_Subject_Phenotypes.var_report.xml,pht007983.v1
4714,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000409.v2.p3.simphen010.var_report.xml,pht000409.v2
4715,35.0,23,12,0.0,2018/12/06,./data/phs001688.v1.pht008592.v1.p1.Psoriasis_Secukinumab_Subject_Phenotypes.var_report.xml,pht008592.v1
4716,28.0,6,14,8.0,02/08/2016,./data/phs000949.v1.pht005223.v1.p1.CIDR_Facial_Variation_Pedigree.var_report.xml,pht005223.v1
4717,5795.0,709,3890,1196.0,2018/04/04,./data/phs001455.v1.pht007757.v1.p1.Dystonia_CIZ1_Subject.var_report.xml,pht007757.v1
4718,29.0,0,0,29.0,04/24/2014,./data/phs000709.v1.pht003813.v1.p1.Fibrolamellar_Hepatocellular_Carcinoma_Sample.var_report.xml,pht003813.v1
4720,219.0,123,96,0.0,2020/03/02,./data/phs001900.v1.pht009632.v1.p1.ASD_SCZ_Development_Subject_Phenotypes.var_report.xml,pht009632.v1
4721,49.0,0,49,0.0,2018/09/17,./data/phs001687.v1.pht008357.v1.p1.WABCS_Subject.var_report.xml,pht008357.v1
4723,5.0,0,0,5.0,2020/02/13,./data/phs001975.v1.pht009882.v1.p1.SDV_iPSCs_Sample.var_report.xml,pht009882.v1
4729,9.0,5,4,0.0,05/02/2012,./data/phs000456.v1.pht002641.v1.p1.RACE_Pedigree.var_report.xml,pht002641.v1
4730,10.0,9,1,0.0,10/25/2013,./data/phs000671.v1.pht003546.v1.p1.Hairy_Cell_Leukemia_Subject.var_report.xml,pht003546.v1
4731,18.0,16,2,0.0,2021/02/22,./data/phs002212.v1.pht010986.v1.p1.ZRSR2_MDS_Sample_Attributes.var_report.xml,pht010986.v1
4732,46.0,10,36,0.0,2018/03/30,./data/phs001108.v1.pht007715.v1.p1.medical_records_form.var_report.xml,pht007715.v1
4735,41.0,24,17,0.0,2021/08/26,./data/phs001730.v2.pht010133.v1.p1.TOPMed_WGS_CARE_PACT_Sample_Attributes.var_report.xml,pht010133.v1
4736,708.0,328,380,0.0,10/16/2014,./data/phs000713.v1.pht004271.v1.p1.GDNF_Anxiety_Depression_Subject.var_report.xml,pht004271.v1
4737,14936.0,6781,8155,0.0,2020/06/18,./data/phs000280.v7.pht004107.v2.p1.HMTA.var_report.xml,pht004107.v2
4738,106.0,47,59,0.0,08/16/2013,./data/phs000623.v1.pht003338.v1.p1.Rare_Mendelian_Disease_Plain_Subject_Phenotypes.var_report.xml,pht003338.v1
4743,12.0,1,2,9.0,2019/08/01,./data/phs001839.v1.pht009356.v1.p1.Deep_Seq_Cancers_Sample.var_report.xml,pht009356.v1
4746,62.0,8,7,47.0,2021/04/06,./data/phs002389.v1.pht011093.v1.p1.HTN_microRNAs_Subject_Phenotypes.var_report.xml,pht011093.v1
4752,1549.0,17,12,1520.0,2019/10/23,./data/phs001176.v3.pht005798.v3.p1.GxE_Complex_Traits_Sample_Attributes.var_report.xml,pht005798.v3
4755,1579.0,0,0,1579.0,11/07/2014,./data/phs000826.v1.pht004337.v1.p1.Adjuvant_Trastuzumab_Breast_Cancer_Sample_Attributes.var_report.xml,pht004337.v1
4756,320.0,146,174,0.0,2020/06/18,./data/phs000280.v7.pht004206.v2.p1.TOTNUTX.var_report.xml,pht004206.v2
4757,6.0,3,3,0.0,2020/02/06,./data/phs001935.v1.pht009769.v1.p1.GAPPS_Subject_Phenotypes.var_report.xml,pht009769.v1
